participant,path,drive_filename,emotion_sentence,familiarity,valence,arousal,timestamp,annotation_order,total_annotations,timestamp_imputed,start_time,end_time
_0sca4vavd,/audioFolder7//film-score-emotion-survey/audioFolder7/Quisling's_Speech_Johan_Soderqvist_The_King's_Choice_sample_2.mp3,quislingsspeechjohansoderqvistthekingschoicesample2mp3.mp3,"it feels quite tense and eerie, on the second marker something about a heavy pedal sound in the background made it feel ever so slightly more creepy and sinister, it feels like something bad is about to happen.",familiar-feeling-not-familiar,-0.6250781249999999,0.3334765625,3.3318327973026816,0,2,3.3318327973026816,2.3318327973026816,4.331832797302681
_0sca4vavd,/audioFolder7//film-score-emotion-survey/audioFolder7/Quisling's_Speech_Johan_Soderqvist_The_King's_Choice_sample_2.mp3,quislingsspeechjohansoderqvistthekingschoicesample2mp3.mp3,"it feels quite tense and eerie, on the second marker something about a heavy pedal sound in the background made it feel ever so slightly more creepy and sinister, it feels like something bad is about to happen.",familiar-feeling-not-familiar,-0.835078125,0.1734765624999998,10.887915867478974,1,2,10.887915867478974,9.887915867478974,11.887915867478974
_0sca4vavd,/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,thehuntthemenikolajegelandsample2mp3.mp3,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,0.719921875,0.1684765624999999,2.5653333333333337,0,4,2.5653333333333337,1.5653333333333337,3.5653333333333337
_0sca4vavd,/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,thehuntthemenikolajegelandsample2mp3.mp3,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,-0.360078125,0.1784765625,8.927999999999999,1,4,8.927999999999999,7.927999999999999,9.927999999999999
_0sca4vavd,/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,thehuntthemenikolajegelandsample2mp3.mp3,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,-0.5250781250000001,-0.0965234374999999,11.146180838280683,2,4,11.146180838280683,10.146180838280683,12.146180838280683
_0sca4vavd,/audioFolder9//film-score-emotion-survey/audioFolder9/The_Hunt_theme_Nikolaj_Egeland_sample_2.mp3,thehuntthemenikolajegelandsample2mp3.mp3,"this one feels harder to interpret, it feels positive starting, feels joyous then by that guitar note or chord it changes and feels sadder, still with a low energy, it feels sadder still by the third note then at the end of the excerpt it feels slightly positive again, less so because of the initial positive feeling.",familiar-feeling-not-familiar,0.2049218749999999,0.2384765625,13.619132155037557,3,4,13.619132155037557,12.619132155037557,14.619132155037557
_0sca4vavd,/audioFolder10//film-score-emotion-survey/audioFolder10/Walking_Home_Andre_Matthias_The_Gravedigger's_Wife_sample_1.mp3,walkinghomeandrematthiasthegravediggerswifesample1mp3.mp3,"a curious feeling. the second marker makes it feel like the beginning of an adventure, an unknown feeling with apprehension.",familiar,0.659921875,0.1584765624999999,1.6053333333333335,0,2,1.6053333333333335,0.6053333333333335,2.6053333333333333
_0sca4vavd,/audioFolder10//film-score-emotion-survey/audioFolder10/Walking_Home_Andre_Matthias_The_Gravedigger's_Wife_sample_1.mp3,walkinghomeandrematthiasthegravediggerswifesample1mp3.mp3,"a curious feeling. the second marker makes it feel like the beginning of an adventure, an unknown feeling with apprehension.",familiar,-0.315078125,0.1684765624999999,10.009403020557,1,2,10.009403020557,9.009403020557,11.009403020557
_14q3qbw23,/audioFolder1//film-score-emotion-survey/audioFolder1/alberto_iglesias_claqueta_final_pain_and_glory_sample_1.mp3,albertoiglesiasclaquetafinalpainandglorysample1mp3.mp3,"The segment before the marker was full of anticipation and felt unsure and concerned, from the marker onwards the music changed from anticipation to a positive realisation that felt pleasing.",familiar-feeling-not-familiar,0.7324999999999999,0.3619921874999998,12.70625,0,1,12.70625,11.70625,13.70625
_14q3qbw23,/audioFolder2//film-score-emotion-survey/audioFolder2/caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash_sample_1.mp3,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3.mp3,"At the first marker the music changed to feel tired from the frantic rhythm beforehand, at the second marker the energy picked up again slightly but it felt frustrated or like a final lash out",not-sure,-0.0024999999999999,-0.3730078125,11.23123302154195,0,2,11.23123302154195,10.23123302154195,12.23123302154195
_14q3qbw23,/audioFolder2//film-score-emotion-survey/audioFolder2/caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash_sample_1.mp3,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3.mp3,"At the first marker the music changed to feel tired from the frantic rhythm beforehand, at the second marker the energy picked up again slightly but it felt frustrated or like a final lash out",not-sure,-0.3725,-0.1830078125000001,12.193731566515496,1,2,12.193731566515496,11.193731566515496,13.193731566515496
_14q3qbw23,/audioFolder3//film-score-emotion-survey/audioFolder3/family_trip_jung_jaeil_broker_sample_1.mp3,familytripjungjaeilbrokersample1mp3.mp3,"First marker music changes from positive and sure to unsure and concerned, second marker changes to sad, let down, depressed, third marker changes to hesitant hope.",never-heard-this,-0.3625,0.0019921874999999,7.93125,0,3,7.93125,6.93125,8.93125
_14q3qbw23,/audioFolder3//film-score-emotion-survey/audioFolder3/family_trip_jung_jaeil_broker_sample_1.mp3,familytripjungjaeilbrokersample1mp3.mp3,"First marker music changes from positive and sure to unsure and concerned, second marker changes to sad, let down, depressed, third marker changes to hesitant hope.",never-heard-this,-0.5625,-0.5380078125000001,8.842633219954644,1,3,8.842633219954644,7.842633219954644,9.842633219954644
_14q3qbw23,/audioFolder3//film-score-emotion-survey/audioFolder3/family_trip_jung_jaeil_broker_sample_1.mp3,familytripjungjaeilbrokersample1mp3.mp3,"First marker music changes from positive and sure to unsure and concerned, second marker changes to sad, let down, depressed, third marker changes to hesitant hope.",never-heard-this,0.3474999999999999,-0.3680078124999999,13.43125,2,3,13.43125,12.43125,14.43125
_14q3qbw23,/audioFolder4//film-score-emotion-survey/audioFolder4/i_remember_you_christopher_bear_daniel_rossen_past_lives_sample_1.mp3,irememberyouchristopherbeardanielrossenpastlivessample1mp3.mp3,"First marker music changed with surprise and hope, second marker it felt resigned that the hope would not come true",never-heard-this,0.5525,0.5619921875,6.20395578674179,0,2,6.20395578674179,5.20395578674179,7.20395578674179
_14q3qbw23,/audioFolder4//film-score-emotion-survey/audioFolder4/i_remember_you_christopher_bear_daniel_rossen_past_lives_sample_1.mp3,irememberyouchristopherbeardanielrossenpastlivessample1mp3.mp3,"First marker music changed with surprise and hope, second marker it felt resigned that the hope would not come true",never-heard-this,-0.1825,0.0019921874999999,12.44375,1,2,12.44375,11.44375,13.44375
_14q3qbw23,/audioFolder5//film-score-emotion-survey/audioFolder5/ludovico_einaudi_low_mist_var2_day_1__the_father_sample_2.mp3,ludovicoeinaudilowmistvar2day1thefathersample2mp3.mp3,Before the marker the music felt hopeful and positive and after it felt neutral and signifying we will soon have answers,never-heard-this,-0.0024999999999999,-0.0330078124999999,1.8707867196357653,0,1,1.8707867196357653,0.8707867196357653,2.870786719635765
_14q3qbw23,/audioFolder6//film-score-emotion-survey/audioFolder6/pawel_mykietynlove_story_eo_sample_1.mp3,pawelmykietynlovestoryeosample1mp3.mp3,"I did not sense a change in mood in this piece, I felt the whole piece was curious",never-heard-this,0.1625000000000001,0.1769921875,0.04375,0,1,0.04375,0.0,1.04375
_14q3qbw23,/audioFolder7//film-score-emotion-survey/audioFolder7/root_of_an_unfocus_borisbermanjohn_cageshutter_island_sample_2.mp3,rootofanunfocusborisbermanjohncageshutterislandsample2mp3.mp3,"I did not sense a change in mood in this piece, the whole piece felt intimidating and threatening ",never-heard-this,-0.7324999999999999,0.0169921875,0.0,0,1,0.0,0.0,1.0
_19x1mwtfx,/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,"Slightly startled and unnerved at the first and third marker, it felt menacing and calmed down a bit at the 2nd and 4th markers, but still didn't sound very positive.",never-heard-this,-0.26375,0.7372499847412111,2.567627494456769,0,4,2.567627494456769,1.5676274944567692,3.567627494456769
_19x1mwtfx,/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,"Slightly startled and unnerved at the first and third marker, it felt menacing and calmed down a bit at the 2nd and 4th markers, but still didn't sound very positive.",never-heard-this,-0.25875,-0.3677499389648437,5.211346918663978,1,4,5.211346918663978,4.211346918663978,6.211346918663978
_19x1mwtfx,/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,"Slightly startled and unnerved at the first and third marker, it felt menacing and calmed down a bit at the 2nd and 4th markers, but still didn't sound very positive.",never-heard-this,-0.2887499999999999,0.7222500610351563,10.605365954216127,2,4,10.605365954216127,9.605365954216127,11.605365954216127
_19x1mwtfx,/audioFolder1//film-score-emotion-survey/audioFolder1/allquietonthewesternfront_remainsvolkerbertelmann_sample_1.mp3,allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,"Slightly startled and unnerved at the first and third marker, it felt menacing and calmed down a bit at the 2nd and 4th markers, but still didn't sound very positive.",never-heard-this,-0.21375,-0.3627499389648436,12.920082658340496,3,4,12.920082658340496,11.920082658340496,13.920082658340496
_19x1mwtfx,/audioFolder2//film-score-emotion-survey/audioFolder2/ciao_papa_gregory_mann_alexandre_desplat_guillermo_del_toros_pinnochio_sample_1.mp3,ciaopapagregorymannalexandredesplatguillermodeltorospinnochiosample1mp3.mp3,"This one seems fairly cheerful but with a bit of melancholy in there, the last marker seemed the most uplifting and energetic (but not very).",familiar-feeling-not-familiar,-0.1737499999999999,-0.1777499389648438,5.160125696989803,0,3,5.160125696989803,4.160125696989803,6.160125696989803
_19x1mwtfx,/audioFolder2//film-score-emotion-survey/audioFolder2/ciao_papa_gregory_mann_alexandre_desplat_guillermo_del_toros_pinnochio_sample_1.mp3,ciaopapagregorymannalexandredesplatguillermodeltorospinnochiosample1mp3.mp3,"This one seems fairly cheerful but with a bit of melancholy in there, the last marker seemed the most uplifting and energetic (but not very).",familiar-feeling-not-familiar,0.3712500000000001,0.3622500610351562,12.884148201778864,1,3,12.884148201778864,11.884148201778864,13.884148201778864
_19x1mwtfx,/audioFolder2//film-score-emotion-survey/audioFolder2/ciao_papa_gregory_mann_alexandre_desplat_guillermo_del_toros_pinnochio_sample_1.mp3,ciaopapagregorymannalexandredesplatguillermodeltorospinnochiosample1mp3.mp3,"This one seems fairly cheerful but with a bit of melancholy in there, the last marker seemed the most uplifting and energetic (but not very).",familiar-feeling-not-familiar,0.18625,0.3722500610351562,1.8492239467849223,2,3,1.8492239467849223,0.8492239467849223,2.8492239467849223
_19x1mwtfx,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_for_petra_tar_hildurgudnadottir_sample_2.mp3,gunadottirforpetratarhildurgunadottirsample2mp3.mp3,This one sounded a bit intense and scary and discordant (particularly the third (purple) marker).,never-heard-this,-0.54375,0.3472500610351563,1.4235033259423502,0,5,1.4235033259423502,0.4235033259423502,2.42350332594235
_19x1mwtfx,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_for_petra_tar_hildurgudnadottir_sample_2.mp3,gunadottirforpetratarhildurgunadottirsample2mp3.mp3,This one sounded a bit intense and scary and discordant (particularly the third (purple) marker).,never-heard-this,-0.8987499999999999,0.087250061035156,3.139689578713974,1,5,3.139689578713974,2.139689578713974,4.139689578713973
_19x1mwtfx,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_for_petra_tar_hildurgudnadottir_sample_2.mp3,gunadottirforpetratarhildurgunadottirsample2mp3.mp3,This one sounded a bit intense and scary and discordant (particularly the third (purple) marker).,never-heard-this,-0.78375,0.0822500610351562,5.281596452328159,2,5,5.281596452328159,4.281596452328159,6.281596452328159
_19x1mwtfx,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_for_petra_tar_hildurgudnadottir_sample_2.mp3,gunadottirforpetratarhildurgunadottirsample2mp3.mp3,This one sounded a bit intense and scary and discordant (particularly the third (purple) marker).,never-heard-this,-0.86375,0.3122500610351562,6.919557345480678,3,5,6.919557345480678,5.919557345480678,7.919557345480678
_19x1mwtfx,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_for_petra_tar_hildurgudnadottir_sample_2.mp3,gunadottirforpetratarhildurgunadottirsample2mp3.mp3,This one sounded a bit intense and scary and discordant (particularly the third (purple) marker).,never-heard-this,-0.09375,0.2522500610351561,8.886917960088692,4,5,8.886917960088692,7.886917960088692,9.886917960088692
_19x1mwtfx,/audioFolder4//film-score-emotion-survey/audioFolder4/into_the_wild_timekeeper_michael_brook_sample_2.mp3,intothewildtimekeepermichaelbrooksample2mp3.mp3,I liked this piece: at the first (green) marker it sounds gently menacing (not in any immediate danger but need to keep your wits about you). I wanted to know what happened next after the purple dot.,never-heard-this,0.12125,0.1822500610351562,11.98669623059867,0,5,11.98669623059867,10.98669623059867,12.98669623059867
_19x1mwtfx,/audioFolder4//film-score-emotion-survey/audioFolder4/into_the_wild_timekeeper_michael_brook_sample_2.mp3,intothewildtimekeepermichaelbrooksample2mp3.mp3,I liked this piece: at the first (green) marker it sounds gently menacing (not in any immediate danger but need to keep your wits about you). I wanted to know what happened next after the purple dot.,never-heard-this,-0.1787499999999999,0.5522500610351562,0.5374465410702343,1,5,0.5374465410702343,0.0,1.5374465410702343
_19x1mwtfx,/audioFolder4//film-score-emotion-survey/audioFolder4/into_the_wild_timekeeper_michael_brook_sample_2.mp3,intothewildtimekeepermichaelbrooksample2mp3.mp3,I liked this piece: at the first (green) marker it sounds gently menacing (not in any immediate danger but need to keep your wits about you). I wanted to know what happened next after the purple dot.,never-heard-this,0.05125,0.8122500610351562,3.4855875831485585,2,5,3.4855875831485585,2.4855875831485585,4.4855875831485585
_19x1mwtfx,/audioFolder4//film-score-emotion-survey/audioFolder4/into_the_wild_timekeeper_michael_brook_sample_2.mp3,intothewildtimekeepermichaelbrooksample2mp3.mp3,I liked this piece: at the first (green) marker it sounds gently menacing (not in any immediate danger but need to keep your wits about you). I wanted to know what happened next after the purple dot.,never-heard-this,0.0012499999999999,-0.2427499389648437,5.414634146341463,3,5,5.414634146341463,4.414634146341463,6.414634146341463
_19x1mwtfx,/audioFolder4//film-score-emotion-survey/audioFolder4/into_the_wild_timekeeper_michael_brook_sample_2.mp3,intothewildtimekeepermichaelbrooksample2mp3.mp3,I liked this piece: at the first (green) marker it sounds gently menacing (not in any immediate danger but need to keep your wits about you). I wanted to know what happened next after the purple dot.,never-heard-this,0.3062499999999999,0.2772500610351562,14.18806803726665,4,5,14.18806803726665,13.18806803726665,15.0
_19x1mwtfx,/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,lostbutwonhanszimmerrushsample1mp3.mp3,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,0.80125,0.9172500610351562,11.866962305986696,0,5,11.866962305986696,10.866962305986696,12.866962305986696
_19x1mwtfx,/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,lostbutwonhanszimmerrushsample1mp3.mp3,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,0.0862499999999999,0.9322500610351564,3.445676274944569,1,5,3.445676274944569,2.445676274944569,4.445676274944569
_19x1mwtfx,/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,lostbutwonhanszimmerrushsample1mp3.mp3,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,0.46625,0.9122500610351564,6.159645232815965,2,5,6.159645232815965,5.159645232815965,7.159645232815965
_19x1mwtfx,/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,lostbutwonhanszimmerrushsample1mp3.mp3,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,0.6912499999999999,0.9222500610351564,10.736141906873618,3,5,10.736141906873618,9.736141906873618,11.736141906873618
_19x1mwtfx,/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,lostbutwonhanszimmerrushsample1mp3.mp3,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,0.45625,0.9372500610351562,0.0665188470066518,4,5,0.0665188470066518,0.0,1.0665188470066518
_19x1mwtfx,/audioFolder6//film-score-emotion-survey/audioFolder6/paddy__tommy__mark_ishamwarrior_sample_2.mp3,paddytommymarkishamwarriorsample2mp3.mp3,"Loved this one too, very relaxing, though the intensity of the background note (seemed strongest at the green marker) felt like a warning though. ",never-heard-this,0.18625,0.3672500610351563,0.0532150776053214,0,4,0.0532150776053214,0.0,1.0532150776053213
_19x1mwtfx,/audioFolder6//film-score-emotion-survey/audioFolder6/paddy__tommy__mark_ishamwarrior_sample_2.mp3,paddytommymarkishamwarriorsample2mp3.mp3,"Loved this one too, very relaxing, though the intensity of the background note (seemed strongest at the green marker) felt like a warning though. ",never-heard-this,0.0862499999999999,0.3672500610351563,3.698447893569848,1,4,3.698447893569848,2.698447893569848,4.698447893569848
_19x1mwtfx,/audioFolder6//film-score-emotion-survey/audioFolder6/paddy__tommy__mark_ishamwarrior_sample_2.mp3,paddytommymarkishamwarriorsample2mp3.mp3,"Loved this one too, very relaxing, though the intensity of the background note (seemed strongest at the green marker) felt like a warning though. ",never-heard-this,-0.1837499999999999,0.5522500610351562,10.576496674057667,2,4,10.576496674057667,9.576496674057667,11.576496674057667
_19x1mwtfx,/audioFolder6//film-score-emotion-survey/audioFolder6/paddy__tommy__mark_ishamwarrior_sample_2.mp3,paddytommymarkishamwarriorsample2mp3.mp3,"Loved this one too, very relaxing, though the intensity of the background note (seemed strongest at the green marker) felt like a warning though. ",never-heard-this,0.3712500000000001,0.4672500610351562,12.931263858093123,3,4,12.931263858093123,11.931263858093123,13.931263858093123
_19x1mwtfx,/audioFolder7//film-score-emotion-survey/audioFolder7/root_of_an_unfocus_borisbermanjohn_cageshutter_island_sample_1.mp3,rootofanunfocusborisbermanjohncageshutterislandsample1mp3.mp3,"This felt tense and jarring and not musical. The initial beat was unsettling and quiet then it got loud and unsettling before returning to the quieter beat, but still not calm. ",never-heard-this,-0.36375,0.0622500610351561,2.7804878048780486,0,3,2.7804878048780486,1.7804878048780486,3.7804878048780486
_19x1mwtfx,/audioFolder7//film-score-emotion-survey/audioFolder7/root_of_an_unfocus_borisbermanjohn_cageshutter_island_sample_1.mp3,rootofanunfocusborisbermanjohncageshutterislandsample1mp3.mp3,"This felt tense and jarring and not musical. The initial beat was unsettling and quiet then it got loud and unsettling before returning to the quieter beat, but still not calm. ",never-heard-this,-0.5487500000000001,0.7222500610351563,4.616407982261641,1,3,4.616407982261641,3.6164079822616406,5.616407982261641
_19x1mwtfx,/audioFolder7//film-score-emotion-survey/audioFolder7/root_of_an_unfocus_borisbermanjohn_cageshutter_island_sample_1.mp3,rootofanunfocusborisbermanjohncageshutterislandsample1mp3.mp3,"This felt tense and jarring and not musical. The initial beat was unsettling and quiet then it got loud and unsettling before returning to the quieter beat, but still not calm. ",never-heard-this,-0.35375,0.0972500610351563,11.401330376940134,2,3,11.401330376940134,10.401330376940134,12.401330376940134
_19x1mwtfx,/audioFolder8//film-score-emotion-survey/audioFolder8/summer_montage_madeline_la_la_land_justin_hurwitz_sample_2.mp3,summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,"Really cheerful upbeat tune with lots of energy and positive emotion although a bit too frenetic for my tastes. Please ignore the very last dot (have put it at (0,0) as I didn't know how to delete one dot. ",never-heard-this,0.0012499999999999,0.0022500610351561,14.989928352715811,0,6,14.989928352715811,13.989928352715811,15.0
_19x1mwtfx,/audioFolder8//film-score-emotion-survey/audioFolder8/summer_montage_madeline_la_la_land_justin_hurwitz_sample_2.mp3,summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,"Really cheerful upbeat tune with lots of energy and positive emotion although a bit too frenetic for my tastes. Please ignore the very last dot (have put it at (0,0) as I didn't know how to delete one dot. ",never-heard-this,0.71625,0.8322500610351562,0.2793791574279379,1,6,0.2793791574279379,0.0,1.2793791574279378
_19x1mwtfx,/audioFolder8//film-score-emotion-survey/audioFolder8/summer_montage_madeline_la_la_land_justin_hurwitz_sample_2.mp3,summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,"Really cheerful upbeat tune with lots of energy and positive emotion although a bit too frenetic for my tastes. Please ignore the very last dot (have put it at (0,0) as I didn't know how to delete one dot. ",never-heard-this,0.8262499999999999,0.8322500610351562,1.16124429964151,2,6,1.16124429964151,0.16124429964151,2.1612442996415098
_19x1mwtfx,/audioFolder8//film-score-emotion-survey/audioFolder8/summer_montage_madeline_la_la_land_justin_hurwitz_sample_2.mp3,summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,"Really cheerful upbeat tune with lots of energy and positive emotion although a bit too frenetic for my tastes. Please ignore the very last dot (have put it at (0,0) as I didn't know how to delete one dot. ",never-heard-this,0.93625,0.9472500610351562,4.337028824833703,3,6,4.337028824833703,3.337028824833703,5.337028824833703
_19x1mwtfx,/audioFolder8//film-score-emotion-survey/audioFolder8/summer_montage_madeline_la_la_land_justin_hurwitz_sample_2.mp3,summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,"Really cheerful upbeat tune with lots of energy and positive emotion although a bit too frenetic for my tastes. Please ignore the very last dot (have put it at (0,0) as I didn't know how to delete one dot. ",never-heard-this,0.5262500000000001,0.6972500610351562,5.454545454545455,4,6,5.454545454545455,4.454545454545455,6.454545454545455
